Team,Year,Split,G,Cmp,Att,Pct,Yds,TD,Avg,Plays,Pass,Rush,Pen,Tot,No.,Fum,Int
Iowa,2022,Difference,,-4.0,-3.3,-3.6,-7.3,+0.6,+0.2,-8.6,-0.4,-1.5,+0.1,-0.5,-0.8,+0.2,-0.7
Iowa State,2024,Offense,14,19.8,36.9,58.6,28.0,1.9,5.9,70.6,11.4,8.7,2.5,1.1,3.8,0.4,0.7
Iowa State,2024,Defense,14,14.0,35.2,52.7,56.4,1.4,5.7,61.8,7.9,8.6,0.6,1.7,6.6,0.6,1.1
Iowa State,2024,Difference,,+5.8,+1.7,+5.9,-28.4,+0.5,+0.2,+8.8,+3.5,+0.1,+1.9,-0.6,-2.8,-0.2,-0.4
Iowa State,2023,Offense,13,18.5,29.4,63.3,43.8,1.2,6.2,58.7,10.2,5.2,0.9,0.8,4.8,0.2,0.6
Iowa State,2023,Defense,13,19.2,35.1,55.8,35.8,0.9,5.2,69.5,10.2,7.8,1.9,1.5,4.2,0.2,1.2
Iowa State,2023,Difference,,-0.7,-5.7,+7.5,+8.0,+0.3,+1.0,-10.8,0.0,-2.6,-1.0,-0.7,+0.6,0.0,-0.6
Iowa State,2022,Offense,12,26.1,32.8,65.3,46.1,0.8,5.1,72.7,12.8,6.1,1.6,1.8,5.6,0.6,1.3
Iowa State,2022,Defense,12,15.8,33.6,59.0,42.2,0.7,4.7,60.4,7.5,6.6,1.6,1.3,4.8,0.7,0.6
Iowa State,2022,Difference,,+10.3,-0.8,+6.3,+3.9,+0.1,+0.4,+12.3,+5.3,-0.5,0.0,+0.5,+0.8,-0.1,+0.7
Kansas,2024,Offense,12,14.7,38.3,57.5,38.7,2.4,6.6,63.8,9.0,11.1,1.4,1.4,4.5,0.4,1.0
Kansas,2024,Defense,12,18.9,34.3,63.1,40.8,0.8,6.1,64.3,10.5,9.6,1.2,1.4,4.5,0.4,1.0
Kansas,2024,Difference,,-4.2,+4.0,-5.6,-2.1,+1.6,+0.5,-0.5,-1.5,+1.5,+0.2,0.0,0.0,0.0,0.0
Kansas,2023,Offense,13,15.4,38.4,64.3,56.9,2.5,7.2,62.3,10.3,9.4,1.8,1.3,5.6,0.5,0.8
Kansas,2023,Defense,13,19.5,36.3,66.2,50.7,2.0,5.8,65.7,10.2,8.4,2.0,1.4,5.3,0.3,1.1
Kansas,2023,Difference,,-4.1,+2.1,-1.9,+6.2,+0.5,+1.4,-3.4,+0.1,+1.0,-0.2,-0.1,+0.3,+0.2,-0.3
Kansas,2022,Offense,13,18.6,34.3,65.2,46.5,2.2,7.0,62.8,11.3,7.8,1.4,1.5,5.3,0.8,0.6
Kansas,2022,Defense,13,21.3,43.4,64.7,39.5,2.8,6.2,76.3,11.9,11.0,1.9,1.7,4.8,0.8,0.9
Kansas,2022,Difference,,-2.7,-9.1,+0.5,+7.0,-0.6,+0.8,-13.5,-0.6,-3.2,-0.5,-0.2,+0.5,0.0,-0.3
Kansas State,2024,Offense,13,17.1,35.5,58.0,45.7,1.6,6.6,64.9,9.2,10.2,0.8,1.2,5.5,0.5,0.8
Kansas State,2024,Defense,13,18.8,33.3,58.7,35.3,1.2,5.3,65.3,10.0,6.7,2.0,1.2,4.5,0.4,0.8
Kansas State,2024,Difference,,-1.7,+2.2,-0.7,+10.4,+0.4,+1.3,-0.4,-0.8,+3.5,-1.2,0.0,+1.0,+0.1,0.0
Kansas State,2023,Offense,13,19.8,41.0,60.6,43.7,2.5,6.0,73.8,11.2,11.0,1.7,0.9,4.8,0.2,0.8
Kansas State,2023,Defense,13,19.0,31.0,56.4,50.1,1.2,5.8,64.7,9.8,6.2,1.3,1.8,5.5,0.8,1.0
Kansas State,2023,Difference,,+0.8,+10.0,+4.2,-6.4,+1.3,+0.2,+9.1,+1.4,+4.8,+0.4,-0.9,-0.7,-0.6,-0.2
Kansas State,2022,Offense,14,17.3,40.6,62.2,42.9,2.3,6.1,68.4,9.4,9.5,1.1,0.9,5.3,0.4,0.4
Kansas State,2022,Defense,14,19.3,34.6,58.3,45.6,1.1,5.5,67.7,9.9,7.5,1.6,1.8,5.9,0.6,1.1
Kansas State,2022,Difference,,-2.0,+6.0,+3.9,-2.7,+1.2,+0.6,+0.7,-0.5,+2.0,-0.5,-0.9,-0.6,-0.2,-0.7
Kent State,2024,Offense,12,11.6,32.6,47.3,35.8,0.3,4.1,57.1,5.8,5.1,2.1,1.7,4.9,0.6,1.1
Kent State,2024,Defense,12,18.8,44.9,65.3,56.3,3.0,7.0,73.8,11.3,13.3,1.8,0.9,5.9,0.6,0.3
Kent State,2024,Difference,,-7.2,-12.3,-18.0,-20.5,-2.7,-2.9,-16.7,-5.5,-8.2,+0.3,+0.8,-1.0,0.0,+0.8
Kent State,2023,Offense,12,13.3,36.8,52.5,46.2,0.7,4.3,62.2,7.4,6.3,1.3,1.0,5.4,0.5,0.5
Kent State,2023,Defense,12,15.3,38.3,58.4,38.8,2.6,6.0,64.6,9.1,8.8,1.9,0.8,5.0,0.3,0.5
Kent State,2023,Difference,,-2.0,-1.5,-5.9,+7.4,-1.9,-1.7,-2.4,-1.7,-2.5,-0.6,+0.2,+0.4,+0.2,0.0
Kent State,2022,Offense,12,16.2,43.1,55.6,54.8,1.9,5.8,72.2,10.0,11.6,1.3,1.1,6.8,0.4,0.7
Kent State,2022,Defense,12,23.4,41.3,69.9,40.6,1.6,5.8,74.8,12.6,9.3,1.4,1.1,5.0,0.5,0.6
Kent State,2022,Difference,,-7.2,+1.8,-14.3,+14.2,+0.3,0.0,-2.6,-2.6,+2.3,-0.1,0.0,+1.8,-0.1,+0.1
Kentucky,2024,Offense,12,13.9,36.9,53.5,52.1,0.9,5.3,62.9,7.6,9.6,2.3,1.9,6.3,0.5,1.4
Kentucky,2024,Defense,12,14.8,36.3,63.4,55.2,1.7,5.8,59.6,7.8,8.7,1.4,1.3,6.8,0.5,0.8
Kentucky,2024,Difference,,-0.9,+0.6,-9.9,-3.1,-0.8,-0.5,+3.3,-0.2,+0.9,+0.9,+0.6,-0.5,0.0,+0.6
Kentucky,2023,Offense,13,16.2,26.1,56.3,50.8,1.4,6.2,54.9,9.4,5.7,1.9,1.5,6.1,0.6,0.9
Kentucky,2023,Defense,13,22.4,34.6,67.7,58.6,1.5,5.2,67.7,11.4,7.5,1.5,1.4,6.5,0.5,0.8
Kentucky,2023,Difference,,-6.2,-8.5,-11.4,-7.8,-0.1,+1.0,-12.8,-2.0,-1.8,+0.4,+0.1,-0.4,+0.1,+0.1
Kentucky,2022,Offense,13,17.2,35.6,64.2,39.5,0.7,5.2,62.5,8.9,6.9,1.8,1.5,5.7,0.5,1.0
Kentucky,2022,Defense,13,15.8,33.3,59.4,49.5,1.2,5.2,60.0,7.5,6.6,1.0,1.3,5.7,0.5,0.8
Kentucky,2022,Difference,,+1.4,+2.3,+4.8,-10.0,-0.5,0.0,+2.5,+1.4,+0.3,+0.8,+0.2,0.0,0.0,+0.2
LSU,2024,Offense,13,26.5,28.7,64.4,49.6,1.2,6.2,69.8,15.2,6.1,2.3,1.3,6.3,0.4,0.9
LSU,2024,Defense,13,17.8,32.7,61.1,64.0,2.0,5.9,61.9,9.6,7.7,1.3,1.1,7.1,0.6,0.5
LSU,2024,Difference,,+8.7,-4.0,+3.3,-14.4,-0.8,+0.3,+7.9,+5.6,-1.6,+1.0,+0.2,-0.8,-0.2,+0.4
LSU,2023,Offense,13,22.0,33.1,69.6,51.7,2.6,8.4,64.7,14.0,9.8,2.0,0.6,6.1,0.2,0.4
LSU,2023,Defense,13,20.6,35.5,63.8,57.2,1.8,6.1,67.8,11.1,8.9,1.1,1.1,7.1,0.3,0.8
LSU,2023,Difference,,+1.4,-2.4,+5.8,-5.5,+0.8,+2.3,-3.1,+2.9,+0.9,+0.9,-0.5,-1.0,-0.1,-0.4
LSU,2022,Offense,14,23.0,36.9,67.1,54.3,2.8,6.4,71.2,12.6,9.9,2.1,1.3,6.1,0.8,0.5
LSU,2022,Defense,14,16.9,36.2,55.8,56.4,1.3,5.3,66.4,9.1,8.4,1.4,1.4,5.9,0.8,0.6
LSU,2022,Difference,,+6.1,+0.7,+11.3,-2.1,+1.5,+1.1,+4.8,+3.5,+1.5,+0.7,-0.1,+0.2,0.0,-0.1
Louisiana,2024,Offense,14,19.2,34.6,65.3,48.8,1.9,6.5,64.0,10.7,8.1,1.9,0.8,5.9,0.1,0.6
Louisiana,2024,Defense,14,19.5,34.1,63.5,46.2,1.4,5.4,64.8,9.4,9.4,1.4,1.5,5.4,0.4,1.1
Louisiana,2024,Difference,,-0.3,+0.5,+1.8,+2.6,+0.5,+1.1,-0.8,+1.3,-1.3,+0.5,-0.7,+0.5,-0.3,-0.5
Louisiana,2023,Offense,13,18.3,36.1,64.9,48.6,1.9,6.1,64.3,9.8,8.8,1.8,1.6,6.1,0.9,0.7
Louisiana,2023,Defense,13,18.3,44.2,61.5,48.9,1.8,5.2,74.0,9.3,11.0,1.5,1.7,5.4,0.7,1.0
Louisiana,2023,Difference,,0.0,-8.1,+3.4,-0.3,+0.1,+0.9,-9.7,+0.5,-2.2,+0.3,-0.1,+0.7,+0.2,-0.3
Louisiana,2022,Offense,13,19.5,35.1,57.2,55.7,0.8,5.3,69.1,9.6,8.8,1.2,1.5,6.5,0.7,0.8
Louisiana,2022,Defense,13,18.8,35.7,57.5,53.8,1.4,5.3,68.3,9.2,7.8,2.2,1.8,6.8,0.6,1.2
Louisiana,2022,Difference,,+0.7,-0.6,-0.3,+1.9,-0.6,0.0,+0.8,+0.4,+1.0,-1.0,-0.3,-0.3,+0.1,-0.4
Louisiana Tech,2024,Offense,13,19.7,37.2,62.0,50.6,1.1,4.8,69.0,9.7,7.2,1.1,1.7,5.3,1.1,0.6
Louisiana Tech,2024,Defense,13,15.7,37.8,55.7,41.8,1.6,4.7,65.9,7.6,8.2,1.9,1.3,4.8,0.9,0.4
Louisiana Tech,2024,Difference,,+4.0,-0.6,+6.3,+8.8,-0.5,+0.1,+3.1,+2.1,-1.0,-0.8,+0.4,+0.5,+0.2,+0.2
Louisiana Tech,2023,Offense,12,22.4,31.8,63.6,62.3,1.7,5.7,67.0,11.0,6.9,2.3,1.5,6.8,0.6,0.9
Louisiana Tech,2023,Defense,12,14.4,42.2,54.6,62.1,2.7,6.1,68.6,7.3,11.1,2.4,0.8,6.5,0.3,0.4
Louisiana Tech,2023,Difference,,+8.0,-10.4,+9.0,+0.2,-1.0,-0.4,-1.6,+3.7,-4.2,-0.1,+0.7,+0.3,+0.3,+0.5
Louisiana Tech,2022,Offense,12,21.2,33.3,58.5,64.3,1.2,5.6,69.4,10.1,7.0,2.4,2.1,6.8,0.5,1.6
Louisiana Tech,2022,Defense,12,18.3,39.8,56.7,72.1,2.8,6.5,71.9,10.3,11.7,2.2,1.8,8.1,0.9,0.9
Louisiana Tech,2022,Difference,,+2.9,-6.5,+1.8,-7.8,-1.6,-0.9,-2.5,-0.2,-4.7,+0.2,+0.3,-1.3,-0.4,+0.7
Louisiana-Monroe,2024,Offense,12,11.2,38.0,54.5,43.3,1.4,5.2,58.5,5.6,8.3,1.6,1.3,5.9,0.3,1.0
Louisiana-Monroe,2024,Defense,12,16.0,41.2,58.7,53.1,2.3,5.6,68.4,8.0,12.1,1.3,1.2,6.6,0.7,0.5
Louisiana-Monroe,2024,Difference,,-4.8,-3.2,-4.2,-9.8,-0.9,-0.4,-9.9,-2.4,-3.8,+0.3,+0.1,-0.7,-0.4,+0.5
Louisiana-Monroe,2023,Offense,12,14.8,34.6,51.3,53.6,0.6,5.1,63.3,7.3,7.2,1.4,1.5,5.9,0.4,1.1
Louisiana-Monroe,2023,Defense,12,21.4,40.8,64.7,43.8,1.8,6.0,73.9,12.8,10.1,2.0,1.6,5.2,0.7,0.9
Louisiana-Monroe,2023,Difference,,-6.6,-6.2,-13.4,+9.8,-1.2,-0.9,-10.6,-5.5,-2.9,-0.6,-0.1,+0.7,-0.3,+0.2
Louisiana-Monroe,2022,Offense,12,18.4,34.8,66.6,44.8,1.3,5.2,62.5,8.4,7.3,2.2,1.3,4.9,0.7,0.6
Louisiana-Monroe,2022,Defense,12,19.2,40.3,66.5,67.6,2.4,6.2,69.1,10.6,9.8,1.2,0.7,6.9,0.2,0.5
Louisiana-Monroe,2022,Difference,,-0.8,-5.5,+0.1,-22.8,-1.1,-1.0,-6.6,-2.2,-2.5,+1.0,+0.6,-2.0,+0.5,+0.1
Louisville,2024,Offense,13,20.8,32.8,63.5,49.4,2.2,6.8,65.6,11.2,8.5,1.5,0.8,6.2,0.4,0.5
Louisville,2024,Defense,13,20.2,35.7,62.3,44.3,1.2,5.4,68.2,9.6,8.1,1.5,1.3,4.7,0.5,0.8
Louisville,2024,Difference,,+0.6,-2.9,+1.2,+5.1,+1.0,+1.4,-2.6,+1.6,+0.4,0.0,-0.5,+1.5,-0.1,-0.3
Louisville,2023,Offense,14,19.0,38.1,65.2,48.6,2.2,6.2,67.2,10.1,9.1,1.6,1.4,5.6,0.5,0.9
Louisville,2023,Defense,14,16.5,29.9,55.5,49.9,0.9,5.3,59.6,8.6,5.7,1.5,1.4,5.8,0.5,0.9
Louisville,2023,Difference,,+2.5,+8.2,+9.7,-1.3,+1.3,+0.9,+7.6,+1.5,+3.4,+0.1,0.0,-0.2,0.0,0.0
Louisville,2022,Offense,13,16.8,39.8,59.2,66.0,1.9,6.0,68.2,9.6,8.9,1.8,1.8,6.9,0.9,0.9
Louisville,2022,Defense,13,16.2,37.4,58.3,55.7,1.0,5.1,65.2,8.1,8.5,1.8,2.3,7.8,1.2,1.2
Louisville,2022,Difference,,+0.6,+2.4,+0.9,+10.3,+0.9,+0.9,+3.0,+1.5,+0.4,0.0,-0.5,-0.9,-0.3,-0.3
Marshall,2024,Offense,13,14.9,39.2,58.3,43.5,1.6,5.9,64.8,7.8,10.5,1.6,0.8,5.4,0.5,0.3
Marshall,2024,Defense,13,16.8,40.5,57.3,61.4,1.6,5.4,69.9,9.1,9.2,1.5,1.5,7.0,0.5,1.0
Marshall,2024,Difference,,-1.9,-1.3,+1.0,-17.9,0.0,+0.5,-5.1,-1.3,+1.3,+0.1,-0.7,-1.6,0.0,-0.7
Marshall,2023,Offense,13,20.6,34.8,62.9,58.2,1.6,5.3,67.5,9.8,6.2,2.3,2.2,6.5,0.8,1.4
Marshall,2023,Defense,13,19.2,35.9,58.9,62.4,1.5,5.5,68.5,9.5,7.2,1.8,1.4,6.5,0.4,1.0
Marshall,2023,Difference,,+1.4,-1.1,+4.0,-4.2,+0.1,-0.2,-1.0,+0.3,-1.0,+0.5,+0.8,0.0,+0.4,+0.4
Marshall,2022,Offense,13,17.3,45.9,61.3,66.1,1.5,5.4,74.2,7.8,11.7,1.5,1.5,7.2,0.7,0.8
Marshall,2022,Defense,13,16.7,32.2,51.5,51.6,0.8,4.6,64.6,8.2,5.2,1.9,2.2,5.6,0.8,1.4
Marshall,2022,Difference,,+0.6,+13.7,+9.8,+14.5,+0.7,+0.8,+9.6,-0.4,+6.5,-0.4,-0.7,+1.6,-0.1,-0.6
Maryland,2024,Offense,12,26.3,30.8,63.8,58.6,1.3,5.4,72.0,13.1,6.3,2.2,1.7,6.4,0.5,1.2
Maryland,2024,Defense,12,20.0,35.6,62.5,52.8,1.6,5.6,67.6,10.5,8.2,2.3,1.4,6.0,0.7,0.8
Maryland,2024,Difference,,+6.3,-4.8,+1.3,+5.8,-0.3,-0.2,+4.4,+2.6,-1.9,-0.1,+0.3,+0.4,-0.2,+0.4
Maryland,2023,Offense,13,23.6,29.3,64.4,56.5,1.5,5.9,66.0,12.0,7.2,1.8,1.6,5.5,0.6,1.0
Maryland,2023,Defense,13,18.2,36.9,57.0,54.1,1.1,4.9,68.8,9.8,8.5,2.3,1.8,6.0,0.5,1.3
Maryland,2023,Difference,,+5.4,-7.6,+7.4,+2.4,+0.4,+1.0,-2.8,+2.2,-1.3,-0.5,-0.2,-0.5,+0.1,-0.3
Maryland,2022,Offense,13,22.6,36.1,65.9,71.1,1.8,5.7,70.4,11.5,7.2,1.5,1.2,7.8,0.5,0.6
Maryland,2022,Defense,13,20.5,35.3,57.2,46.8,1.2,5.0,71.2,10.2,7.5,3.0,1.2,5.3,0.5,0.7
Maryland,2022,Difference,,+2.1,+0.8,+8.7,+24.3,+0.6,+0.7,-0.8,+1.3,-0.3,-1.5,0.0,+2.5,0.0,-0.1
Massachusetts,2024,Offense,12,15.6,40.3,57.2,63.2,1.5,5.1,67.5,7.7,9.8,2.2,0.8,7.3,0.3,0.5
Massachusetts,2024,Defense,12,13.0,37.8,58.0,53.3,2.7,6.2,60.3,7.4,10.6,2.3,0.8,6.0,0.3,0.5
Massachusetts,2024,Difference,,+2.6,+2.5,-0.8,+9.9,-1.2,-1.1,+7.2,+0.3,-0.8,-0.1,0.0,+1.3,0.0,0.0
Massachusetts,2023,Offense,12,17.7,32.5,60.9,70.9,1.6,5.8,61.5,8.4,7.7,1.8,1.4,8.0,0.5,0.9
Massachusetts,2023,Defense,12,13.5,39.0,56.6,61.3,2.5,6.8,62.8,8.3,10.6,3.0,1.3,6.5,0.7,0.7
Massachusetts,2023,Difference,,+4.2,-6.5,+4.3,+9.6,-0.9,-1.0,-1.3,+0.1,-2.9,-1.2,+0.1,+1.5,-0.2,+0.2
Massachusetts,2022,Offense,12,11.3,43.3,49.1,66.7,0.8,4.0,66.4,5.2,7.8,1.6,1.7,7.6,0.5,1.2
Massachusetts,2022,Defense,12,11.9,38.8,54.0,46.9,2.4,6.1,60.9,7.3,8.6,3.0,1.4,5.6,0.7,0.8
Massachusetts,2022,Difference,,-0.6,+4.5,-4.9,+19.8,-1.6,-2.1,+5.5,-2.1,-0.8,-1.4,+0.3,+2.0,-0.2,+0.4
Memphis,2024,Offense,13,23.8,34.5,64.7,48.0,2.5,6.2,71.3,11.5,9.4,2.2,0.6,5.3,0.2,0.5
Memphis,2024,Defense,13,21.2,28.2,60.2,46.3,1.6,5.8,63.4,10.2,5.5,1.7,2.0,5.9,1.2,0.8
Memphis,2024,Difference,,+2.6,+6.3,+4.5,+1.7,+0.9,+0.4,+7.9,+1.3,+3.9,+0.5,-1.4,-0.6,-1.0,-0.3
Memphis,2023,Offense,13,24.7,33.0,66.7,41.2,2.4,6.5,70.0,13.4,7.9,1.5,1.2,4.1,0.4,0.8
Memphis,2023,Defense,13,20.1,34.3,60.3,43.7,1.6,6.3,67.6,10.9,7.6,1.5,1.5,5.0,0.7,0.8
Memphis,2023,Difference,,+4.6,-1.3,+6.4,-2.5,+0.8,+0.2,+2.4,+2.5,+0.3,0.0,-0.3,-0.9,-0.3,0.0
Memphis,2022,Offense,13,22.3,37.9,63.9,36.8,2.3,5.8,72.8,12.0,8.9,1.7,1.2,4.1,0.6,0.6
Memphis,2022,Defense,13,21.7,34.5,62.8,46.3,1.3,5.3,69.1,10.8,7.2,1.4,1.7,5.3,0.5,1.2
Memphis,2022,Difference,,+0.6,+3.4,+1.1,-9.5,+1.0,+0.5,+3.7,+1.2,+1.7,+0.3,-0.5,-1.2,+0.1,-0.6
Miami (FL),2024,Offense,13,25.2,33.3,67.1,67.5,2.3,7.6,70.9,14.9,10.3,1.8,1.2,6.6,0.6,0.6
Miami (FL),2024,Defense,13,18.5,30.1,57.7,39.5,1.2,5.3,62.1,9.8,6.1,2.5,1.4,5.1,0.3,1.1
Miami (FL),2024,Difference,,+6.7,+3.2,+9.4,+28.0,+1.1,+2.3,+8.8,+5.1,+4.2,-0.7,-0.2,+1.5,+0.3,-0.5
Miami (FL),2023,Offense,13,21.8,33.8,64.9,57.8,1.8,6.4,67.4,11.5,8.6,1.8,1.7,6.1,0.6,1.1
Miami (FL),2023,Defense,13,17.3,31.7,56.8,49.9,1.4,5.2,62.2,8.9,6.3,1.9,1.4,5.9,0.5,0.9
Miami (FL),2023,Difference,,+4.5,+2.1,+8.1,+7.9,+0.4,+1.2,+5.2,+2.6,+2.3,-0.1,+0.3,+0.2,+0.1,+0.2
Miami (FL),2022,Offense,12,21.3,34.4,61.7,60.0,1.0,5.3,68.8,10.9,8.3,2.1,2.1,7.1,1.1,1.0
Miami (FL),2022,Defense,12,17.0,35.5,60.9,55.0,1.5,5.9,63.4,8.9,7.8,1.8,1.8,6.1,0.7,1.2
Miami (FL),2022,Difference,,+4.3,-1.1,+0.8,+5.0,-0.5,-0.6,+5.4,+2.0,+0.5,+0.3,+0.3,+1.0,+0.4,-0.2
Miami (OH),2024,Offense,14,16.1,29.5,56.4,41.8,1.0,6.1,58.0,9.7,5.9,1.2,1.3,5.3,0.4,0.9
Miami (OH),2024,Defense,14,19.1,35.1,57.8,41.9,1.4,4.9,68.2,10.1,8.3,1.8,1.6,4.9,0.7,0.9
Miami (OH),2024,Difference,,-3.0,-5.6,-1.4,-0.1,-0.4,+1.2,-10.2,-0.4,-2.4,-0.6,-0.3,+0.4,-0.3,0.0
Miami (OH),2023,Offense,14,11.8,35.9,56.3,39.1,1.6,5.7,56.9,6.8,6.9,1.6,1.2,4.7,0.7,0.5
Miami (OH),2023,Defense,14,17.8,36.4,58.7,59.6,0.9,5.0,66.6,8.8,7.7,1.7,1.2,6.7,0.4,0.8
Miami (OH),2023,Difference,,-6.0,-0.5,-2.4,-20.5,+0.7,+0.7,-9.7,-2.0,-0.8,-0.1,0.0,-2.0,+0.3,-0.3
Miami (OH),2022,Offense,13,14.2,37.2,54.6,48.2,1.1,4.8,63.1,7.4,7.7,2.0,0.9,5.5,0.5,0.4
Miami (OH),2022,Defense,13,21.0,34.8,61.3,57.7,1.3,5.4,69.0,10.8,7.6,1.8,1.7,6.0,0.8,0.8
Miami (OH),2022,Difference,,-6.8,+2.4,-6.7,-9.5,-0.2,-0.6,-5.9,-3.4,+0.1,+0.2,-0.8,-0.5,-0.3,-0.4
Michigan,2024,Offense,13,14.6,37.4,61.7,39.5,1.4,4.7,61.1,6.6,8.5,1.1,1.5,4.0,0.5,1.0
Michigan,2024,Defense,13,20.2,29.6,60.1,31.5,0.8,4.9,63.2,9.7,6.2,1.5,1.4,4.2,0.5,0.9
Michigan,2024,Difference,,-5.6,+7.8,+1.6,+8.0,+0.6,-0.2,-2.1,-3.1,+2.3,-0.4,+0.1,-0.2,0.0,+0.1
Michigan,2023,Offense,15,17.3,37.5,72.0,27.5,2.7,6.2,61.6,10.6,8.1,1.2,0.5,3.0,0.2,0.3
Michigan,2023,Defense,15,15.3,30.0,55.2,40.3,0.6,4.3,57.7,7.0,5.5,0.8,1.8,5.1,0.6,1.2
Michigan,2023,Difference,,+2.0,+7.5,+16.8,-12.8,+2.1,+1.9,+3.9,+3.6,+2.6,+0.4,-1.3,-2.1,-0.4,-0.9
Michigan,2022,Offense,14,17.0,42.9,64.3,32.0,2.9,6.6,69.3,9.3,12.6,1.4,0.7,4.1,0.3,0.4
Michigan,2022,Defense,14,18.3,30.1,55.9,44.9,0.7,4.7,62.8,8.9,5.6,1.0,1.3,4.4,0.3,1.0
Michigan,2022,Difference,,-1.3,+12.8,+8.4,-12.9,+2.2,+1.9,+6.5,+0.4,+7.0,+0.4,-0.6,-0.3,0.0,-0.6
Michigan State,2024,Offense,12,17.7,32.8,60.1,63.3,0.9,5.4,62.2,9.2,8.3,1.4,1.6,6.7,0.6,1.0
Michigan State,2024,Defense,12,17.2,33.7,60.8,33.9,1.6,5.4,61.9,10.1,6.4,2.2,0.9,4.2,0.2,0.8
Michigan State,2024,Difference,,+0.5,-0.9,-0.7,+29.4,-0.7,0.0,+0.3,-0.9,+1.9,-0.8,+0.7,+2.5,+0.4,+0.2
Michigan State,2023,Offense,12,18.4,30.8,58.3,60.7,0.6,4.6,62.4,8.6,6.2,1.8,1.8,7.0,0.8,1.1
Michigan State,2023,Defense,12,18.8,36.7,61.7,47.9,1.2,5.8,67.2,10.2,8.8,2.3,1.3,4.7,0.6,0.8
Michigan State,2023,Difference,,-0.4,-5.9,-3.4,+12.8,-0.6,-1.2,-4.8,-1.6,-2.6,-0.5,+0.5,+2.3,+0.2,+0.3
Michigan State,2022,Offense,12,21.5,30.1,62.6,54.9,1.3,5.5,64.4,11.2,6.7,2.3,1.3,5.8,0.3,1.0
Michigan State,2022,Defense,12,19.9,41.7,66.4,63.3,1.2,5.8,71.7,11.7,9.5,1.5,1.0,7.4,0.8,0.2
Michigan State,2022,Difference,,+1.6,-11.6,-3.8,-8.4,+0.1,-0.3,-7.3,-0.5,-2.8,+0.8,+0.3,-1.6,-0.5,+0.8
Middle Tennessee State,2024,Offense,12,22.8,27.9,63.8,61.3,0.8,5.5,63.6,11.4,4.8,2.0,1.6,7.3,0.8,0.8
Middle Tennessee State,2024,Defense,12,19.3,38.8,67.3,50.9,2.2,6.7,67.3,11.6,10.3,1.5,0.8,5.5,0.4,0.4
Middle Tennessee State,2024,Difference,,+3.5,-10.9,-3.5,+10.4,-1.4,-1.2,-3.7,-0.2,-5.5,+0.5,+0.8,+1.8,+0.4,+0.4
Middle Tennessee State,2023,Offense,12,24.6,32.0,67.4,56.3,1.1,5.7,68.5,10.5,6.8,2.0,1.8,6.8,0.7,1.1
Middle Tennessee State,2023,Defense,12,22.3,36.3,62.5,55.1,1.7,5.5,72.1,11.2,8.1,1.9,1.3,6.4,0.7,0.7
Middle Tennessee State,2023,Difference,,+2.3,-4.3,+4.9,+1.2,-0.6,+0.2,-3.6,-0.7,-1.3,+0.1,+0.5,+0.4,0.0,+0.4
Middle Tennessee State,2022,Offense,13,26.2,34.8,66.6,58.3,1.5,5.0,74.2,11.7,5.7,2.8,1.4,6.5,0.5,0.8
Middle Tennessee State,2022,Defense,13,22.6,34.8,57.6,68.2,1.1,5.5,74.0,12.6,7.1,1.8,2.3,7.2,0.8,1.5
Middle Tennessee State,2022,Difference,,+3.6,0.0,+9.0,-9.9,+0.4,-0.5,+0.2,-0.9,-1.4,+1.0,-0.9,-0.7,-0.3,-0.7
Minnesota,2024,Offense,13,21.0,31.1,66.3,37.5,1.4,5.4,62.8,11.0,7.2,2.2,0.9,4.8,0.5,0.5
Minnesota,2024,Defense,13,16.9,31.3,59.0,49.1,1.1,4.8,60.0,8.5,5.9,1.5,1.6,5.0,0.3,1.3
Minnesota,2024,Difference,,+4.1,-0.2,+7.3,-11.6,+0.3,+0.6,+2.8,+2.5,+1.3,+0.7,-0.7,-0.2,+0.2,-0.8
Minnesota,2023,Offense,13,12.6,38.8,52.6,27.1,1.0,4.8,62.8,6.9,9.5,1.8,1.3,3.0,0.5,0.8
Minnesota,2023,Defense,13,18.8,31.8,62.4,49.5,1.5,5.9,61.9,9.7,7.5,1.2,1.5,5.4,0.5,0.9
Minnesota,2023,Difference,,-6.2,+7.0,-9.8,-22.4,-0.5,-1.1,+0.9,-2.8,+2.0,+0.6,-0.2,-2.4,0.0,-0.1
Minnesota,2022,Offense,13,13.2,44.7,61.2,31.8,2.5,5.9,66.3,8.1,12.5,1.1,1.0,3.5,0.3,0.7
Minnesota,2022,Defense,13,17.6,28.9,58.3,41.4,0.8,5.0,59.2,8.4,6.1,0.8,1.4,4.9,0.3,1.1
Minnesota,2022,Difference,,-4.4,+15.8,+2.9,-9.6,+1.7,+0.9,+7.1,-0.3,+6.4,+0.3,-0.4,-1.4,0.0,-0.4
Mississippi State,2024,Offense,12,17.9,34.9,58.4,60.3,1.6,5.8,65.6,10.2,7.8,2.3,1.5,6.8,0.8,0.7
Mississippi State,2024,Defense,12,20.0,43.6,70.4,58.8,2.0,6.3,72.0,11.3,10.8,1.8,1.0,6.3,0.4,0.6
Mississippi State,2024,Difference,,-2.1,-8.7,-12.0,+1.5,-0.4,-0.5,-6.4,-1.1,-3.0,+0.5,+0.5,+0.5,+0.4,+0.1
