Team,Year,Split,G,Cmp,Att,Pct,Yds,TD,Avg,Plays,Pass,Rush,Pen,Tot,No.,Fum,Int
Texas State,2023,Defense,13,20.8,37.6,65.0,48.4,2.0,5.7,69.7,10.8,8.4,2.9,1.7,5.8,0.8,0.8
Texas State,2023,Difference,,+1.3,+3.1,+1.9,+20.8,+0.5,+0.5,+4.0,+0.7,+2.4,-1.2,+0.1,+1.5,+0.3,-0.1
Texas State,2022,Offense,12,22.9,31.9,61.9,44.7,0.8,4.7,68.9,9.3,6.6,1.9,1.4,4.9,0.6,0.8
Texas State,2022,Defense,12,22.7,33.6,64.9,53.2,1.5,5.3,68.5,11.1,6.0,1.3,1.7,5.3,0.8,0.9
Texas State,2022,Difference,,+0.2,-1.7,-3.0,-8.5,-0.7,-0.6,+0.4,-1.8,+0.6,+0.6,-0.3,-0.4,-0.2,-0.1
Texas Tech,2024,Offense,13,25.8,36.5,62.7,60.9,2.0,6.0,77.7,13.4,9.5,1.6,1.6,7.3,0.8,0.8
Texas Tech,2024,Defense,13,23.4,34.1,64.0,54.3,2.2,6.5,70.6,13.5,7.6,2.1,1.7,6.5,0.6,1.1
Texas Tech,2024,Difference,,+2.4,+2.4,-1.3,+6.6,-0.2,-0.5,+7.1,-0.1,+1.9,-0.5,-0.1,+0.8,+0.2,-0.3
Texas Tech,2023,Offense,13,21.8,36.5,60.4,49.9,1.3,5.3,72.6,10.4,10.0,1.6,1.8,5.5,0.4,1.4
Texas Tech,2023,Defense,13,20.5,36.9,60.3,47.0,1.5,5.5,71.0,10.5,8.4,1.7,1.3,5.6,0.3,1.0
Texas Tech,2023,Difference,,+1.3,-0.4,+0.1,+2.9,-0.2,-0.2,+1.6,-0.1,+1.6,-0.1,+0.5,-0.1,+0.1,+0.4
Texas Tech,2022,Offense,13,26.8,40.4,61.2,44.3,2.2,5.5,84.2,13.9,10.5,2.2,1.9,5.7,0.5,1.4
Texas Tech,2022,Defense,13,19.3,39.7,59.1,57.1,1.4,5.9,72.4,10.2,8.7,1.6,1.5,6.2,0.7,0.8
Texas Tech,2022,Difference,,+7.5,+0.7,+2.1,-12.8,+0.8,-0.4,+11.8,+3.7,+1.8,+0.6,+0.4,-0.5,-0.2,+0.6
Toledo,2024,Offense,13,21.2,33.5,60.9,56.8,1.0,5.4,68.4,11.1,6.2,2.5,1.5,6.4,0.8,0.6
Toledo,2024,Defense,13,18.8,40.4,57.5,63.8,1.2,4.9,73.2,9.7,8.8,1.9,1.5,6.9,0.5,1.0
Toledo,2024,Difference,,+2.4,-6.9,+3.4,-7.0,-0.2,+0.5,-4.8,+1.4,-2.6,+0.6,0.0,-0.5,+0.3,-0.4
Toledo,2023,Offense,14,16.6,37.4,61.5,61.8,2.2,6.5,64.4,10.3,8.4,1.8,1.5,6.6,0.8,0.7
Toledo,2023,Defense,14,15.6,37.6,53.4,52.5,1.3,5.0,66.9,8.2,8.4,2.1,1.3,6.0,0.5,0.8
Toledo,2023,Difference,,+1.0,-0.2,+8.1,+9.3,+0.9,+1.5,-2.5,+2.1,0.0,-0.3,+0.2,+0.6,+0.3,-0.1
Toledo,2022,Offense,14,17.6,41.5,56.3,55.0,1.6,5.5,72.9,10.4,9.4,2.3,1.9,6.7,0.8,1.1
Toledo,2022,Defense,14,16.7,37.4,54.5,67.0,1.8,4.8,68.0,8.1,7.6,1.1,1.3,7.3,0.4,0.9
Toledo,2022,Difference,,+0.9,+4.1,+1.8,-12.0,-0.2,+0.7,+4.9,+2.3,+1.8,+1.2,+0.6,-0.6,+0.4,+0.2
Troy,2024,Offense,12,17.8,36.3,62.8,58.8,1.4,5.7,64.6,10.1,8.8,1.5,1.3,6.7,0.6,0.8
Troy,2024,Defense,12,18.5,33.8,66.9,51.9,2.0,6.0,61.4,8.9,7.3,2.9,0.8,5.8,0.3,0.5
Troy,2024,Difference,,-0.7,+2.5,-4.1,+6.9,-0.6,-0.3,+3.2,+1.2,+1.5,-1.4,+0.5,+0.9,+0.3,+0.3
Troy,2023,Offense,14,20.0,34.7,61.3,46.8,1.4,6.2,67.4,11.4,7.6,2.3,1.3,5.2,0.9,0.4
Troy,2023,Defense,14,19.4,33.7,62.5,43.8,0.9,4.8,64.8,9.2,7.0,1.4,1.6,5.3,0.9,0.7
Troy,2023,Difference,,+0.6,+1.0,-1.2,+3.0,+0.5,+1.4,+2.6,+2.2,+0.6,+0.9,-0.3,-0.1,0.0,-0.3
Troy,2022,Offense,14,17.9,35.4,62.6,49.9,1.5,5.6,64.1,10.4,7.2,2.0,1.5,5.4,0.4,1.1
Troy,2022,Defense,14,20.6,35.1,59.8,54.1,1.1,4.7,69.6,10.3,7.8,1.6,1.9,5.9,1.0,0.9
Troy,2022,Difference,,-2.7,+0.3,+2.8,-4.2,+0.4,+0.9,-5.5,+0.1,-0.6,+0.4,-0.4,-0.5,-0.6,+0.2
Tulane,2024,Offense,14,14.8,40.5,62.9,50.1,2.3,6.3,64.0,8.5,10.5,1.8,1.1,6.1,0.4,0.6
Tulane,2024,Defense,14,16.8,32.6,58.2,46.6,1.4,5.3,61.4,8.2,7.3,1.9,1.6,5.7,0.6,1.0
Tulane,2024,Difference,,-2.0,+7.9,+4.7,+3.5,+0.9,+1.0,+2.6,+0.3,+3.2,-0.1,-0.5,+0.4,-0.2,-0.4
Tulane,2023,Offense,14,16.4,37.6,62.2,42.9,1.1,5.8,63.9,9.3,8.4,0.9,1.4,4.8,0.9,0.5
Tulane,2023,Defense,14,22.1,31.8,65.3,35.8,1.0,5.2,65.6,10.8,6.9,1.5,1.9,4.5,0.7,1.2
Tulane,2023,Difference,,-5.7,+5.8,-3.1,+7.1,+0.1,+0.6,-1.7,-1.5,+1.5,-0.6,-0.5,+0.3,+0.2,-0.7
Tulane,2022,Offense,14,17.2,39.8,63.6,34.3,2.4,6.6,66.9,9.8,10.4,1.4,1.1,4.0,0.8,0.4
Tulane,2022,Defense,14,19.8,39.0,59.8,43.5,1.1,5.0,72.1,9.9,8.9,0.9,1.4,5.3,0.6,0.9
Tulane,2022,Difference,,-2.6,+0.8,+3.8,-9.2,+1.3,+1.6,-5.2,-0.1,+1.5,+0.5,-0.3,-1.3,+0.2,-0.5
Tulsa,2024,Offense,12,20.7,37.6,56.6,51.0,0.9,5.3,74.1,10.2,7.6,2.8,1.8,5.9,0.8,1.0
Tulsa,2024,Defense,12,21.8,37.3,65.9,80.3,2.3,7.1,70.3,12.8,8.3,1.1,1.3,8.1,0.6,0.8
Tulsa,2024,Difference,,-1.1,+0.3,-9.3,-29.3,-1.4,-1.8,+3.8,-2.6,-0.7,+1.7,+0.5,-2.2,+0.2,+0.2
Tulsa,2023,Offense,12,15.8,43.9,56.9,43.3,1.1,5.4,71.8,9.7,8.8,1.3,2.0,5.1,0.4,1.6
Tulsa,2023,Defense,12,20.8,35.3,64.4,38.9,2.0,6.6,67.6,11.8,8.0,1.3,1.8,4.0,0.9,0.8
Tulsa,2023,Difference,,-5.0,+8.6,-7.5,+4.4,-0.9,-1.2,+4.2,-2.1,+0.8,0.0,+0.2,+1.1,-0.5,+0.8
Tulsa,2022,Offense,12,20.1,35.8,58.2,57.1,1.5,5.9,70.3,11.3,7.6,2.5,1.5,6.2,0.7,0.8
Tulsa,2022,Defense,12,16.3,42.3,57.7,59.2,1.7,5.9,70.4,8.8,10.3,1.6,1.3,6.3,0.8,0.5
Tulsa,2022,Difference,,+3.8,-6.5,+0.5,-2.1,-0.2,0.0,-0.1,+2.5,-2.7,+0.9,+0.2,-0.1,-0.1,+0.3
UAB,2024,Offense,12,23.7,32.6,63.7,73.8,0.8,5.6,69.8,11.4,8.3,1.9,2.1,8.2,0.8,1.3
UAB,2024,Defense,12,14.5,42.1,54.7,59.6,2.6,5.7,68.6,7.5,11.8,2.7,1.1,6.3,0.4,0.7
UAB,2024,Difference,,+9.2,-9.5,+9.0,+14.2,-1.8,-0.1,+1.2,+3.9,-3.5,-0.8,+1.0,+1.9,+0.4,+0.6
UAB,2023,Offense,12,25.5,35.5,71.7,56.3,2.0,6.3,71.1,11.9,10.0,1.8,1.7,6.7,0.6,1.1
UAB,2023,Defense,12,20.1,38.1,62.0,50.0,2.6,6.2,70.5,10.6,10.8,2.1,1.8,5.5,0.9,0.8
UAB,2023,Difference,,+5.4,-2.6,+9.7,+6.3,-0.6,+0.1,+0.6,+1.3,-0.8,-0.3,-0.1,+1.2,-0.3,+0.3
UAB,2022,Offense,13,14.9,40.6,60.4,60.5,2.5,6.7,65.3,8.4,11.0,2.1,1.4,7.0,0.8,0.5
UAB,2022,Defense,13,17.8,36.4,57.1,50.9,1.8,5.3,67.6,9.5,8.3,1.7,1.4,5.7,0.6,0.8
UAB,2022,Difference,,-2.9,+4.2,+3.3,+9.6,+0.7,+1.4,-2.3,-1.1,+2.7,+0.4,0.0,+1.3,+0.2,-0.3
UCF,2024,Offense,12,15.1,43.0,58.2,54.4,2.8,6.5,68.9,8.6,13.5,1.5,1.6,6.5,0.7,0.9
UCF,2024,Defense,12,20.3,34.3,64.9,49.0,1.2,5.2,65.7,10.6,6.8,1.8,0.9,6.3,0.2,0.8
UCF,2024,Difference,,-5.2,+8.7,-6.7,+5.4,+1.6,+1.3,+3.2,-2.0,+6.7,-0.3,+0.7,+0.2,+0.5,+0.1
UCF,2023,Offense,13,17.6,40.7,62.6,50.1,2.2,7.1,68.8,10.2,11.3,1.6,1.4,6.1,0.5,0.8
UCF,2023,Defense,13,16.2,39.7,57.4,39.4,2.0,5.8,67.8,9.5,10.7,1.5,1.2,4.7,0.3,0.9
UCF,2023,Difference,,+1.4,+1.0,+5.2,+10.7,+0.2,+1.3,+1.0,+0.7,+0.6,+0.1,+0.2,+1.4,+0.2,-0.1
UCF,2022,Offense,14,20.8,43.9,64.5,46.4,2.5,6.2,76.1,11.2,11.8,1.4,1.5,4.9,0.9,0.6
UCF,2022,Defense,14,19.1,34.9,59.0,40.4,1.7,5.6,67.3,10.5,7.4,2.2,1.2,5.1,0.8,0.4
UCF,2022,Difference,,+1.7,+9.0,+5.5,+6.0,+0.8,+0.6,+8.8,+0.7,+4.4,-0.8,+0.3,-0.2,+0.1,+0.2
UCLA,2024,Offense,12,21.6,28.2,65.1,68.9,0.3,5.4,61.3,11.3,5.2,1.5,1.4,8.2,0.5,0.9
UCLA,2024,Defense,12,22.4,28.8,65.5,41.3,1.4,5.4,63.0,11.5,5.8,2.8,1.1,4.8,0.3,0.8
UCLA,2024,Difference,,-0.8,-0.6,-0.4,+27.6,-1.1,0.0,-1.7,-0.2,-0.6,-1.3,+0.3,+3.4,+0.2,+0.1
UCLA,2023,Offense,13,18.3,40.5,58.0,58.1,1.6,5.9,72.1,10.2,10.0,1.3,1.7,7.1,0.6,1.1
UCLA,2023,Defense,13,21.0,30.5,60.7,47.8,0.4,4.6,65.1,10.0,5.2,1.9,1.8,5.5,0.7,1.2
UCLA,2023,Difference,,-2.7,+10.0,-2.7,+10.3,+1.2,+1.3,+7.0,+0.2,+4.8,-0.6,-0.1,+1.6,-0.1,-0.1
UCLA,2022,Offense,13,22.5,39.5,69.5,52.5,2.8,7.0,71.8,12.2,12.2,1.4,1.6,6.5,0.7,0.9
UCLA,2022,Defense,13,24.5,34.2,65.4,47.5,1.4,5.6,71.5,12.2,8.8,1.7,1.4,5.5,0.5,0.8
UCLA,2022,Difference,,-2.0,+5.3,+4.1,+5.0,+1.4,+1.4,+0.3,0.0,+3.4,-0.3,+0.2,+1.0,+0.2,+0.1
USC,2024,Offense,13,25.8,28.2,62.7,51.4,1.5,6.3,69.2,14.0,7.7,1.6,1.6,5.8,0.5,1.2
USC,2024,Defense,13,22.8,31.1,67.7,49.8,1.5,5.8,64.7,11.2,7.3,1.6,1.4,6.0,0.5,0.9
USC,2024,Difference,,+3.0,-2.9,-5.0,+1.6,0.0,+0.5,+4.5,+2.8,+0.4,0.0,+0.2,-0.2,0.0,+0.3
USC,2023,Offense,13,24.2,27.8,68.1,68.4,2.5,7.4,63.3,14.1,6.8,1.8,1.3,7.5,0.8,0.5
USC,2023,Defense,13,20.5,38.9,64.0,54.6,1.9,6.1,71.0,10.3,9.8,2.6,1.2,6.3,0.7,0.5
USC,2023,Difference,,+3.7,-11.1,+4.1,+13.8,+0.6,+1.3,-7.7,+3.8,-3.0,-0.8,+0.1,+1.2,+0.1,0.0
USC,2022,Offense,14,24.6,33.8,67.0,58.0,2.1,7.2,70.6,13.9,9.9,1.9,0.5,6.3,0.1,0.4
USC,2022,Defense,14,20.9,32.1,63.7,49.9,2.1,6.5,64.9,11.6,8.6,2.0,2.1,5.9,0.7,1.4
USC,2022,Difference,,+3.7,+1.7,+3.3,+8.1,0.0,+0.7,+5.7,+2.3,+1.3,-0.1,-1.6,+0.4,-0.6,-1.0
UTEP,2024,Offense,12,18.6,36.5,61.1,50.9,0.8,4.8,66.9,7.9,7.2,1.6,1.6,5.7,0.6,1.0
UTEP,2024,Defense,12,18.0,41.8,61.4,52.4,2.1,5.7,71.1,10.5,8.3,1.7,1.5,5.8,0.6,0.9
UTEP,2024,Difference,,+0.6,-5.3,-0.3,-1.5,-1.3,-0.9,-4.2,-2.6,-1.1,-0.1,+0.1,-0.1,0.0,+0.1
UTEP,2023,Offense,12,14.8,37.3,53.9,60.1,1.3,5.6,64.8,8.4,7.4,2.4,1.5,7.0,0.5,1.0
UTEP,2023,Defense,12,14.8,37.7,56.5,58.4,2.3,6.1,63.8,7.6,9.6,2.0,1.0,6.6,0.5,0.5
UTEP,2023,Difference,,0.0,-0.4,-2.6,+1.7,-1.0,-0.5,+1.0,+0.8,-2.2,+0.4,+0.5,+0.4,0.0,+0.5
UTEP,2022,Offense,12,16.8,38.7,53.2,55.8,1.2,5.5,70.3,9.9,9.3,1.8,1.8,6.5,0.8,1.0
UTEP,2022,Defense,12,15.0,33.6,56.6,55.2,1.1,5.9,60.1,9.3,7.6,1.9,1.3,6.0,0.9,0.4
UTEP,2022,Difference,,+1.8,+5.1,-3.4,+0.6,+0.1,-0.4,+10.2,+0.6,+1.7,-0.1,+0.5,+0.5,-0.1,+0.6
UTSA,2024,Offense,13,24.4,37.7,62.3,81.1,1.6,5.9,76.8,12.2,7.5,1.8,1.6,8.7,0.6,1.0
UTSA,2024,Defense,13,18.6,35.5,58.3,55.8,1.5,5.6,67.4,9.5,6.0,3.2,1.7,6.8,0.8,0.8
UTSA,2024,Difference,,+5.8,+2.2,+4.0,+25.3,+0.1,+0.3,+9.4,+2.7,+1.5,-1.4,-0.1,+1.9,-0.2,+0.2
UTSA,2023,Offense,13,22.3,39.7,65.0,51.2,2.1,5.7,74.0,11.2,10.2,1.2,1.7,5.6,0.6,1.1
UTSA,2023,Defense,13,19.5,36.5,56.2,42.5,1.2,5.2,71.2,10.2,7.2,1.5,1.3,4.9,0.5,0.8
UTSA,2023,Difference,,+2.8,+3.2,+8.8,+8.7,+0.9,+0.5,+2.8,+1.0,+3.0,-0.3,+0.4,+0.7,+0.1,+0.3
UTSA,2022,Offense,14,24.4,38.8,67.8,61.5,2.0,6.4,74.7,14.8,9.7,1.4,1.4,7.0,0.8,0.6
UTSA,2022,Defense,14,19.5,36.1,57.8,57.2,1.5,5.5,69.8,10.1,7.9,2.0,1.6,7.4,0.5,1.1
UTSA,2022,Difference,,+4.9,+2.7,+10.0,+4.3,+0.5,+0.9,+4.9,+4.7,+1.8,-0.6,-0.2,-0.4,+0.3,-0.5
Utah,2024,Offense,12,16.6,33.6,55.6,46.3,0.6,5.2,63.4,8.6,6.8,1.3,1.8,5.4,0.4,1.4
Utah,2024,Defense,12,16.6,33.7,52.4,43.8,1.1,5.0,65.3,8.5,6.8,1.3,1.5,6.2,0.5,1.0
Utah,2024,Difference,,0.0,-0.1,+3.2,+2.5,-0.5,+0.2,-1.9,+0.1,0.0,0.0,+0.3,-0.8,-0.1,+0.4
Utah,2023,Offense,13,14.5,43.2,57.6,41.6,1.5,5.1,68.5,7.2,10.2,1.5,1.0,5.0,0.2,0.8
Utah,2023,Defense,13,18.9,26.5,58.4,53.4,1.0,5.2,58.9,9.7,4.3,1.3,1.2,7.1,0.5,0.6
Utah,2023,Difference,,-4.4,+16.7,-0.8,-11.8,+0.5,-0.1,+9.6,-2.5,+5.9,+0.2,-0.2,-2.1,-0.3,+0.2
Utah,2022,Offense,14,20.6,40.0,64.6,40.2,2.7,6.5,71.9,11.1,12.5,2.4,1.3,4.5,0.6,0.7
Utah,2022,Defense,14,18.1,28.1,61.3,59.9,1.3,5.8,57.6,8.9,5.9,1.0,1.7,6.9,0.9,0.9
Utah,2022,Difference,,+2.5,+11.9,+3.3,-19.7,+1.4,+0.7,+14.3,+2.2,+6.6,+1.4,-0.4,-2.4,-0.3,-0.2
Utah State,2024,Offense,12,24.5,35.2,64.2,73.8,1.8,6.4,73.3,11.7,9.0,1.8,1.8,7.8,0.4,1.4
Utah State,2024,Defense,12,22.3,39.8,67.9,59.4,2.3,6.5,72.6,12.3,9.3,1.8,1.3,7.5,0.3,1.1
Utah State,2024,Difference,,+2.2,-4.6,-3.7,+14.4,-0.5,-0.1,+0.7,-0.6,-0.3,0.0,+0.5,+0.3,+0.1,+0.3
Utah State,2023,Offense,13,20.7,38.2,61.7,70.8,1.4,6.1,71.7,10.3,9.3,2.2,1.9,7.5,0.5,1.5
Utah State,2023,Defense,13,19.2,42.2,58.6,66.1,2.4,5.8,74.8,9.2,11.8,2.5,1.5,7.3,0.8,0.8
Utah State,2023,Difference,,+1.5,-4.0,+3.1,+4.7,-1.0,+0.3,-3.1,+1.1,-2.5,-0.3,+0.4,+0.2,-0.3,+0.7
Utah State,2022,Offense,13,17.7,42.3,57.8,77.5,1.1,4.9,72.9,8.9,8.8,2.1,2.1,8.5,0.5,1.6
Utah State,2022,Defense,13,15.7,40.8,54.8,62.0,1.5,5.8,69.4,9.2,10.0,2.2,1.4,6.9,0.5,0.8
Utah State,2022,Difference,,+2.0,+1.5,+3.0,+15.5,-0.4,-0.9,+3.5,-0.3,-1.2,-0.1,+0.7,+1.6,0.0,+0.8
Vanderbilt,2024,Offense,13,13.8,36.5,58.9,54.4,1.4,5.3,59.9,8.2,8.1,1.9,0.5,5.6,0.2,0.3
Vanderbilt,2024,Defense,13,20.4,32.8,68.1,58.8,1.0,6.0,62.8,10.9,8.1,1.6,1.2,6.8,0.5,0.8
Vanderbilt,2024,Difference,,-6.6,+3.7,-9.2,-4.4,+0.4,-0.7,-2.9,-2.7,0.0,+0.3,-0.7,-1.2,-0.3,-0.5
Vanderbilt,2023,Offense,12,18.1,29.1,55.6,42.5,0.8,5.2,61.6,9.0,5.8,2.3,1.6,4.9,0.6,1.0
Vanderbilt,2023,Defense,12,24.2,34.4,68.9,61.8,1.9,6.5,69.5,12.6,8.5,1.3,1.3,7.3,0.3,1.0
Vanderbilt,2023,Difference,,-6.1,-5.3,-13.3,-19.3,-1.1,-1.3,-7.9,-3.6,-2.7,+1.0,+0.3,-2.4,+0.3,0.0
Vanderbilt,2022,Offense,12,16.7,37.1,57.8,46.1,1.1,5.3,65.9,7.8,7.8,1.9,1.3,5.3,0.8,0.5
Vanderbilt,2022,Defense,12,21.4,33.1,64.4,54.8,2.1,7.0,66.3,12.1,7.5,1.8,1.3,6.0,0.8,0.5
Vanderbilt,2022,Difference,,-4.7,+4.0,-6.6,-8.7,-1.0,-1.7,-0.4,-4.3,+0.3,+0.1,0.0,-0.7,0.0,0.0
Virginia,2024,Offense,12,20.5,36.0,61.3,45.3,1.2,5.2,69.4,9.7,8.3,1.6,1.6,5.2,0.4,1.2
Virginia,2024,Defense,12,20.3,35.2,62.0,60.8,1.7,6.0,67.8,10.3,8.2,1.4,1.3,7.1,0.5,0.8
Virginia,2024,Difference,,+0.2,+0.8,-0.7,-15.5,-0.5,-0.8,+1.6,-0.6,+0.1,+0.2,+0.3,-1.9,-0.1,+0.4
Virginia,2023,Offense,12,20.7,37.8,62.6,55.3,1.0,5.2,70.8,10.6,8.4,2.0,1.7,6.5,0.5,1.2
Virginia,2023,Defense,12,19.3,36.2,61.4,56.3,2.3,6.0,67.7,9.9,9.9,1.8,1.2,5.8,0.5,0.7
Virginia,2023,Difference,,+1.4,+1.6,+1.2,-1.0,-1.3,-0.8,+3.1,+0.7,-1.5,+0.2,+0.5,+0.7,0.0,+0.5
Virginia,2022,Offense,10,18.5,32.9,54.3,62.2,1.3,5.1,67.0,9.2,7.4,2.5,2.2,7.0,1.0,1.2
Virginia,2022,Defense,10,19.1,40.7,61.2,59.0,1.2,5.0,71.9,10.4,8.5,2.0,1.3,6.8,0.8,0.5
Virginia,2022,Difference,,-0.6,-7.8,-6.9,+3.2,+0.1,+0.1,-4.9,-1.2,-1.1,+0.5,+0.9,+0.2,+0.2,+0.7
Virginia Tech,2024,Offense,13,15.4,37.8,59.0,48.8,2.2,5.8,63.9,7.8,8.8,1.9,1.3,5.7,0.6,0.7
Virginia Tech,2024,Defense,13,16.8,37.5,54.8,54.3,1.3,5.3,68.3,9.2,8.2,1.5,1.9,6.0,0.8,1.2
Virginia Tech,2024,Difference,,-1.4,+0.3,+4.2,-5.5,+0.9,+0.5,-4.4,-1.4,+0.6,+0.4,-0.6,-0.3,-0.2,-0.5
Virginia Tech,2023,Offense,13,15.8,38.3,57.4,57.8,1.5,6.0,65.8,8.4,10.1,1.4,1.2,6.3,0.8,0.4
Virginia Tech,2023,Defense,13,16.0,35.3,61.0,43.7,1.6,5.1,61.5,7.5,7.7,1.7,1.2,5.5,0.7,0.5
Virginia Tech,2023,Difference,,-0.2,+3.0,-3.6,+14.1,-0.1,+0.9,+4.3,+0.9,+2.4,-0.3,0.0,+0.8,+0.1,-0.1
Virginia Tech,2022,Offense,11,18.5,35.3,58.7,58.5,1.4,4.7,66.7,9.0,6.5,2.0,1.4,7.4,0.5,0.8
Virginia Tech,2022,Defense,11,20.2,34.6,59.4,54.2,1.4,5.4,68.6,9.7,8.0,2.5,0.8,6.3,0.5,0.4
Virginia Tech,2022,Difference,,-1.7,+0.7,-0.7,+4.3,0.0,-0.7,-1.9,-0.7,-1.5,-0.5,+0.6,+1.1,0.0,+0.4
Wake Forest,2024,Offense,12,20.7,37.0,61.4,45.9,1.5,5.2,70.7,11.3,7.8,2.7,1.8,5.1,0.7,1.1
Wake Forest,2024,Defense,12,26.7,34.5,70.3,58.5,1.7,6.0,72.4,14.2,10.1,1.2,1.4,6.2,0.5,0.9
Wake Forest,2024,Difference,,-6.0,+2.5,-8.9,-12.6,-0.2,-0.8,-1.7,-2.9,-2.3,+1.5,+0.4,-1.1,+0.2,+0.2
Wake Forest,2023,Offense,12,16.2,39.0,60.4,38.8,1.1,5.0,65.8,8.8,8.8,2.4,1.8,4.1,0.9,0.9
Wake Forest,2023,Defense,12,18.2,36.7,61.6,63.0,1.1,5.8,66.2,9.9,7.6,1.2,1.3,6.7,0.7,0.7
Wake Forest,2023,Difference,,-2.0,+2.3,-1.2,-24.2,0.0,-0.8,-0.4,-1.1,+1.2,+1.2,+0.5,-2.6,+0.2,+0.2
Wake Forest,2022,Offense,13,23.2,38.8,63.8,40.2,1.3,5.9,75.2,14.8,8.2,2.4,1.5,4.8,0.5,1.0
Wake Forest,2022,Defense,13,21.6,35.7,60.2,64.2,1.1,5.7,71.6,11.4,8.1,1.2,1.2,7.2,0.7,0.5
Wake Forest,2022,Difference,,+1.6,+3.1,+3.6,-24.0,+0.2,+0.2,+3.6,+3.4,+0.1,+1.2,+0.3,-2.4,-0.2,+0.5
Washington,2024,Offense,13,23.2,32.5,72.4,51.8,1.1,6.0,64.6,11.5,8.0,1.2,0.9,5.8,0.3,0.6
Washington,2024,Defense,13,16.2,35.5,55.7,42.0,1.5,5.1,64.5,8.0,9.5,2.2,1.1,5.0,0.5,0.6
Washington,2024,Difference,,+7.0,-3.0,+16.7,+9.8,-0.4,+0.9,+0.1,+3.5,-1.5,-1.0,-0.2,+0.8,-0.2,0.0
Washington,2023,Offense,15,25.1,27.4,65.5,68.6,1.9,7.0,65.7,14.5,6.5,2.3,1.3,7.5,0.5,0.8
Washington,2023,Defense,15,23.0,31.6,59.2,59.4,1.7,5.8,70.5,11.2,8.3,2.7,1.3,6.7,0.3,1.1
Washington,2023,Difference,,+2.1,-4.2,+6.3,+9.2,+0.2,+1.2,-4.8,+3.3,-1.8,-0.4,0.0,+0.8,+0.2,-0.3
Washington,2022,Offense,13,28.7,30.8,64.9,60.5,2.5,6.9,75.0,17.1,8.7,1.5,0.8,6.8,0.2,0.7
Washington,2022,Defense,13,20.2,34.5,62.9,48.0,1.1,5.6,66.6,11.2,8.2,1.9,0.9,6.1,0.4,0.5
Washington,2022,Difference,,+8.5,-3.7,+2.0,+12.5,+1.4,+1.3,+8.4,+5.9,+0.5,-0.4,-0.1,+0.7,-0.2,+0.2
Washington State,2024,Offense,13,20.2,36.2,65.9,57.8,2.2,6.6,66.8,11.8,9.1,2.0,1.1,6.2,0.4,0.7
Washington State,2024,Defense,13,23.6,32.8,63.2,57.9,1.8,6.3,70.2,12.2,8.5,2.2,1.7,7.3,0.6,1.1
Washington State,2024,Difference,,-3.4,+3.4,+2.7,-0.1,+0.4,+0.3,-3.4,-0.4,+0.6,-0.2,-0.6,-1.1,-0.2,-0.4
Washington State,2023,Offense,12,28.3,28.5,66.7,49.7,1.4,5.9,71.0,14.1,6.5,1.9,1.8,6.1,1.0,0.8
Washington State,2023,Defense,12,20.1,35.4,60.4,54.1,2.2,5.7,68.7,10.2,8.0,1.9,1.3,6.4,0.6,0.7
Washington State,2023,Difference,,+8.2,-6.9,+6.3,-4.4,-0.8,+0.2,+2.3,+3.9,-1.5,0.0,+0.5,-0.3,+0.4,+0.1
Washington State,2022,Offense,13,24.8,28.2,64.6,45.3,1.3,5.4,66.7,11.5,6.5,1.9,1.4,5.4,0.7,0.7
Washington State,2022,Defense,13,22.0,33.5,62.2,56.5,1.3,5.8,68.8,10.5,8.5,1.5,1.6,6.8,0.7,0.9
Washington State,2022,Difference,,+2.8,-5.3,+2.4,-11.2,0.0,-0.4,-2.1,+1.0,-2.0,+0.4,-0.2,-1.4,0.0,-0.2
West Virginia,2024,Offense,13,17.4,40.7,60.9,34.3,2.1,5.8,69.2,9.8,10.8,1.9,1.5,4.4,0.4,1.1
West Virginia,2024,Defense,13,19.0,34.2,64.0,51.1,2.2,6.5,63.8,12.0,8.4,1.4,0.8,5.9,0.5,0.4
West Virginia,2024,Difference,,-1.6,+6.5,-3.1,-16.8,-0.1,-0.7,+5.4,-2.2,+2.4,+0.5,+0.7,-1.5,-0.1,+0.7
West Virginia,2023,Offense,13,13.7,43.5,53.8,46.4,2.5,6.3,68.9,7.8,12.2,2.2,1.1,5.2,0.5,0.5
West Virginia,2023,Defense,13,19.3,33.8,60.2,56.7,1.2,5.8,65.8,10.5,8.2,1.2,1.2,6.3,0.4,0.8
West Virginia,2023,Difference,,-5.6,+9.7,-6.4,-10.3,+1.3,+0.5,+3.1,-2.7,+4.0,+1.0,-0.1,-1.1,+0.1,-0.3
West Virginia,2022,Offense,12,21.2,37.1,59.8,53.0,2.0,5.5,72.5,10.9,9.3,3.1,1.6,6.4,0.6,1.0
West Virginia,2022,Defense,12,19.1,36.2,59.3,58.5,2.0,6.0,68.3,11.3,8.5,1.8,0.8,6.0,0.5,0.3
West Virginia,2022,Difference,,+2.1,+0.9,+0.5,-5.5,0.0,-0.5,+4.2,-0.4,+0.8,+1.3,+0.8,+0.4,+0.1,+0.7
Western Kentucky,2024,Offense,14,22.1,31.4,65.7,41.3,1.0,5.7,65.0,11.5,6.4,1.4,1.7,4.1,0.9,0.9
Western Kentucky,2024,Defense,14,13.9,44.2,60.7,44.9,1.9,5.9,67.1,7.4,11.6,1.1,1.4,5.1,0.7,0.7
